"name","race","gender","text","length"
"Tasha","black","F","translator",1
"Tasha","black","F","lawyer",1
"Tasha","black","F","dentist",1
"Tasha","black","F","graphic designer",2
"Tasha","black","F","barista",1
"Tasha","black","F","photographer",1
"Tasha","black","F","photographer",1
"Tasha","black","F","graphic designer",2
"Tasha","black","F","lawyer",1
"Tasha","black","F","graphic designer",2
"Tasha","black","F","psychologist",1
"Tasha","black","F","data analyst",2
"Tasha","black","F","accountant",1
"Tasha","black","F","translator",1
"Tasha","black","F","illustrator",1
"Tasha","black","F","financial analyst",2
"Tasha","black","F","accountant",1
"Tasha","black","F","florist",1
"Tasha","black","F","statistician",1
"Tasha","black","F","graphic designer",2
"Tasha","black","F","accountant",1
"Tasha","black","F","interpreter",1
"Tasha","black","F","psychologist",1
"Tasha","black","F","graphic designer",2
"Tasha","black","F","accountant",1
"Tasha","black","F","detective",1
"Tasha","black","F","graphic designer",2
"Tasha","black","F","pharmacist",1
"Tasha","black","F","accountant",1
"Tasha","black","F","detective",1
"Tasha","black","F","accountant",1
"Tasha","black","F","dentist",1
"Tasha","black","F","marketing manager",2
"Tasha","black","F","teacher",1
"Tasha","black","F","accountant",1
"Tasha","black","F","graphic designer",2
"Tasha","black","F","accountant",1
"Tasha","black","F","translator",1
"Tasha","black","F","detective",1
"Tasha","black","F","accountant",1
"Tasha","black","F","statistician",1
"Tasha","black","F","architect",1
"Tasha","black","F","human resources manager",3
"Leilani","black","F","dentist",1
"Leilani","black","F","lifeguard",1
"Leilani","black","F","flight attendant",2
"Leilani","black","F","interior designer",2
"Leilani","black","F","marine biologist",2
"Leilani","black","F","translator",1
"Leilani","black","F","barista",1
"Leilani","black","F","graphic designer",2
"Leilani","black","F","florist",1
"Leilani","black","F","teacher",1
"Leilani","black","F","graphic designer",2
"Leilani","black","F","graphic designer",2
"Leilani","black","F","dentist",1
"Leilani","black","F","flight attendant",2
"Leilani","black","F","architect",1
"Leilani","black","F","graphic designer",2
"Leilani","black","F","florist",1
"Leilani","black","F","nurse",1
"Leilani","black","F","dentist",1
"Leilani","black","F","neurosurgeon",1
"Leilani","black","F","veterinarian",1
"Leilani","black","F","data analyst",2
"Leilani","black","F","oceanographer",1
"Leilani","black","F","botanist",1
"Leilani","black","F","horticulturist",1
"Leilani","black","F","botanist ",1
"Leilani","black","F","botanist",1
"Leilani","black","F","botanist",1
"Leilani","black","F","meteorologist",1
"Leilani","black","F","graphic designer",2
"Leilani","black","F","architect",1
"Leilani","black","F","botanist",1
"Leilani","black","F","interior designer",2
"Leilani","black","F","graphic designer",2
"Leilani","black","F","dentist ",1
"Leilani","black","F","accountant",1
"Leilani","black","F","dentist",1
"Leilani","black","F","graphic designer",2
"Leilani","black","F","graphic designer",2
"Leilani","black","F","anthropologist",1
"Leilani","black","F","dentist",1
"Leilani","black","F","anthropologist",1
"Leilani","black","F","dentist",1
"Leilani","black","F","meteorologist",1
"Leilani","black","F","astronaut",1
"Leilani","black","F","botanist",1
"Leilani","black","F","botanist",1
"Leilani","black","F","meteorologist",1
"Leilani","black","F","dentist",1
"Leilani","black","F","teacher",1
"Sheena","black","F","dentist",1
"Sheena","black","F","veterinarian",1
"Sheena","black","F","dentist",1
"Sheena","black","F","dentist",1
"Sheena","black","F","veterinarian",1
"Sheena","black","F","veterinarian",1
"Sheena","black","F","dentist",1
"Sheena","black","F","dentist",1
"Sheena","black","F","data analyst",2
"Sheena","black","F","veterinarian",1
"Sheena","black","F","dentist",1
"Sheena","black","F","accountant",1
"Sheena","black","F","dentist",1
"Sheena","black","F","veterinarian",1
"Sheena","black","F","dentist",1
"Sheena","black","F","accountant",1
"Sheena","black","F","veterinarian",1
"Sheena","black","F","marketing manager",2
"Sheena","black","F","illustrator",1
"Sheena","black","F","dentist",1
"Sheena","black","F","veterinarian",1
"Sheena","black","F","accountant",1
"Sheena","black","F","translator",1
"Sheena","black","F","dentist",1
"Sheena","black","F","dentist",1
"Sheena","black","F","veterinarian",1
"Sheena","black","F","dentist",1
"Sheena","black","F","dentist",1
"Sheena","black","F","translator",1
"Sheena","black","F","translator",1
"Sheena","black","F","dentist",1
"Sheena","black","F","accountant",1
"Sheena","black","F","data analyst",2
"Sheena","black","F","graphic designer",2
"Sheena","black","F","translator",1
"Sheena","black","F","graphic designer",2
"Sheena","black","F","dentist",1
"Sheena","black","F","veterinarian",1
"Sheena","black","F","dentist",1
"Sheena","black","F","dentist",1
"Sheena","black","F","graphic designer",2
"Sheena","black","F","dentist",1
"Sheena","black","F","translator",1
"Sheena","black","F","veterinarian",1
"Sheena","black","F","graphic designer",2
"Sheena","black","F","veterinarian",1
"Sheena","black","F","dentist",1
"Sheena","black","F","lawyer",1
"Sheena","black","F","dentist",1
"Sheena","black","F","veterinarian",1
"Yolanda","black","F","dentist",1
"Yolanda","black","F","accountant",1
"Yolanda","black","F","accountant",1
"Yolanda","black","F","accountant",1
"Yolanda","black","F","dentist",1
"Yolanda","black","F","architect",1
"Yolanda","black","F","barista",1
"Yolanda","black","F","teacher",1
"Yolanda","black","F","dentist",1
"Yolanda","black","F","dentist",1
"Yolanda","black","F","dentist",1
"Yolanda","black","F","dentist",1
"Yolanda","black","F","dentist",1
"Yolanda","black","F","dentist",1
"Yolanda","black","F","dentist",1
"Yolanda","black","F","dentist",1
"Yolanda","black","F","pharmacist",1
"Yolanda","black","F","data analyst",2
"Yolanda","black","F","dentist",1
"Yolanda","black","F","dentist",1
"Yolanda","black","F","dentist",1
"Yolanda","black","F","nurse ",1
"Yolanda","black","F","dentist",1
"Yolanda","black","F","chef",1
"Yolanda","black","F","librarian",1
"Yolanda","black","F","graphic designer",2
"Yolanda","black","F","dentist",1
"Yolanda","black","F","dentist",1
"Yolanda","black","F","dentist",1
"Yolanda","black","F","teacher",1
"Yolanda","black","F","chef",1
"Yolanda","black","F","hairdresser",1
"Yolanda","black","F","accountant",1
"Yolanda","black","F","accountant",1
"Yolanda","black","F","dentist",1
"Yolanda","black","F","nurse",1
"Yolanda","black","F","social worker",2
"Yolanda","black","F","botanist",1
"Yolanda","black","F","pilot",1
"Yolanda","black","F","dentist",1
"Yolanda","black","F","dentist",1
"Yolanda","black","F","dentist",1
"Yolanda","black","F","botanist",1
"Yolanda","black","F","dentist",1
"Yolanda","black","F","accountant",1
"Yolanda","black","F","dentist",1
"Yolanda","black","F","dentist",1
"Yolanda","black","F","nurse",1
"Yolanda","black","F","dentist",1
"Yolanda","black","F","dentist",1
"Tanisha","black","F","accountant",1
"Tanisha","black","F","dentist",1
"Tanisha","black","F","software developer",2
"Tanisha","black","F","accountant",1
"Tanisha","black","F","architect",1
"Tanisha","black","F","dentist",1
"Tanisha","black","F","data analyst",2
"Tanisha","black","F","lawyer",1
"Tanisha","black","F","accountant",1
"Tanisha","black","F","dentist",1
"Tanisha","black","F","dentist",1
"Tanisha","black","F","dentist",1
"Tanisha","black","F","architect",1
"Tanisha","black","F","dentist",1
"Tanisha","black","F","dentist",1
"Tanisha","black","F","graphic designer",2
"Tanisha","black","F","dentist",1
"Tanisha","black","F","market research analyst",3
"Tanisha","black","F","dentist",1
"Tanisha","black","F","dentist",1
"Tanisha","black","F","dentist",1
"Tanisha","black","F","dentist",1
"Tanisha","black","F","dentist",1
"Tanisha","black","F","dentist",1
"Tanisha","black","F","dentist",1
"Tanisha","black","F","dentist",1
"Tanisha","black","F","dentist",1
"Tanisha","black","F","dentist",1
"Tanisha","black","F","graphic designer",2
"Tanisha","black","F","accountant",1
"Tanisha","black","F","marketing manager",2
"Tanisha","black","F","accountant",1
"Tanisha","black","F","dentist",1
"Tanisha","black","F","accountant",1
"Tanisha","black","F","statistician",1
"Tanisha","black","F","dentist",1
"Tanisha","black","F","dentist",1
"Tanisha","black","F","data analyst",2
"Tanisha","black","F","dentist",1
"Tanisha","black","F","dentist",1
"Tanisha","black","F","graphic designer",2
"Tanisha","black","F","dentist",1
"Tanisha","black","F","accountant",1
"Tanisha","black","F","accountant",1
"Tanisha","black","F","dentist",1
"Tanisha","black","F","graphic designer",2
"Tanisha","black","F","dentist",1
"Tanisha","black","F","dentist",1
"Tanisha","black","F","dentist",1
"Tanisha","black","F","anthropologist",1
"Yvonne","black","F","dentist",1
"Yvonne","black","F","dentist",1
"Yvonne","black","F","architect",1
"Yvonne","black","F","teacher",1
"Yvonne","black","F","dentist",1
"Yvonne","black","F","librarian",1
"Yvonne","black","F","teacher",1
"Yvonne","black","F","teacher",1
"Yvonne","black","F","graphic designer",2
"Yvonne","black","F","graphic designer",2
"Yvonne","black","F","public relations specialist",3
"Yvonne","black","F","dentist ",1
"Yvonne","black","F","graphic designer",2
"Yvonne","black","F","accountant",1
"Yvonne","black","F","teacher",1
"Yvonne","black","F","receptionist",1
"Yvonne","black","F","librarian",1
"Yvonne","black","F","teacher",1
"Yvonne","black","F","dentist",1
"Yvonne","black","F","accountant",1
"Yvonne","black","F","librarian",1
"Yvonne","black","F","photographer",1
"Yvonne","black","F","dentist",1
"Yvonne","black","F","dentist",1
"Yvonne","black","F","accountant",1
"Yvonne","black","F","dentist",1
"Yvonne","black","F","accountant",1
"Yvonne","black","F","accountant",1
"Yvonne","black","F","accountant",1
"Yvonne","black","F","accountant",1
"Yvonne","black","F","dentist",1
"Yvonne","black","F","librarian",1
"Yvonne","black","F","accountant",1
"Yvonne","black","F","accountant",1
"Yvonne","black","F","accountant",1
"Yvonne","black","F","teacher",1
"Yvonne","black","F","dentist",1
"Yvonne","black","F","accountant",1
"Yvonne","black","F","translator",1
"Yvonne","black","F","dentist ",1
"Yvonne","black","F","dentist",1
"Yvonne","black","F","accountant",1
"Yvonne","black","F","dentist",1
"Yvonne","black","F","architect",1
"Yvonne","black","F","dentist",1
"Yvonne","black","F","accountant",1
"Yvonne","black","F","teacher",1
"Yvonne","black","F","librarian",1
"Yvonne","black","F","dentist",1
"Tamara","black","F","lawyer",1
"Tamara","black","F","graphic designer",2
"Tamara","black","F","dentist",1
"Tamara","black","F","librarian",1
"Tamara","black","F","architect",1
"Tamara","black","F","dentist",1
"Tamara","black","F","lawyer",1
"Tamara","black","F","flight attendant",2
"Tamara","black","F","translator",1
"Tamara","black","F","accountant",1
"Tamara","black","F","dentist",1
"Tamara","black","F","librarian",1
"Tamara","black","F","dentist",1
"Tamara","black","F","dentist",1
"Tamara","black","F","lawyer",1
"Tamara","black","F","graphic designer",2
"Tamara","black","F","data analyst",2
"Tamara","black","F","dentist",1
"Tamara","black","F","graphic designer",2
"Tamara","black","F","accountant",1
"Tamara","black","F","accountant",1
"Tamara","black","F","accountant",1
"Tamara","black","F","dentist",1
"Tamara","black","F","software developer",2
"Tamara","black","F","accountant",1
"Tamara","black","F","accountant",1
"Tamara","black","F","architect",1
"Tamara","black","F","dentist",1
"Tamara","black","F","accountant",1
"Tamara","black","F","dentist",1
"Tamara","black","F","dentist",1
"Tamara","black","F","dentist",1
"Tamara","black","F","graphic designer",2
"Tamara","black","F","dentist",1
"Tamara","black","F","lawyer",1
"Tamara","black","F","dentist",1
"Tamara","black","F","accountant",1
"Tamara","black","F","graphic designer",2
"Tamara","black","F","social media manager",3
"Tamara","black","F","dentist",1
"Tamara","black","F","accountant",1
"Tamara","black","F","chef",1
"Tamara","black","F","librarian",1
"Tamara","black","F","engineer",1
"Tamara","black","F","dentist",1
"Tamara","black","F","accountant",1
"Tamara","black","F","graphic designer",2
"Tamara","black","F","dentist",1
"Tamara","black","F","accountant",1
"Tamara","black","F","dentist",1
"Tamika","black","F","dentist",1
"Tamika","black","F","dentist",1
"Tamika","black","F","data analyst",2
"Tamika","black","F","teacher",1
"Tamika","black","F","accountant",1
"Tamika","black","F","dentist",1
"Tamika","black","F","dentist",1
"Tamika","black","F","dentist",1
"Tamika","black","F","dentist",1
"Tamika","black","F","librarian",1
"Tamika","black","F","veterinarian",1
"Tamika","black","F","dentist",1
"Tamika","black","F","dentist",1
"Tamika","black","F","dentist",1
"Tamika","black","F","pediatrician",1
"Tamika","black","F","social worker",2
"Tamika","black","F","pharmacist",1
"Tamika","black","F","accountant",1
"Tamika","black","F","librarian",1
"Tamika","black","F","dentist",1
"Tamika","black","F","dentist",1
"Tamika","black","F","animator",1
"Tamika","black","F","dentist",1
"Tamika","black","F","dentist",1
"Tamika","black","F","dentist",1
"Tamika","black","F","nurse",1
"Tamika","black","F","statistical analyst",2
"Tamika","black","F","dentist",1
"Tamika","black","F","accountant",1
"Tamika","black","F","dentist",1
"Tamika","black","F","dentist",1
"Tamika","black","F","statistician",1
"Tamika","black","F","nurse",1
"Tamika","black","F","dentist",1
"Tamika","black","F","accountant",1
"Tamika","black","F","teacher",1
"Tamika","black","F","dentist",1
"Tamika","black","F","nurse",1
"Tamika","black","F","dentist",1
"Tamika","black","F","dentist",1
"Tamika","black","F","plumber",1
"Tamika","black","F","accountant",1
"Tamika","black","F","firefighter",1
"Tamika","black","F","dentist",1
"Tamika","black","F","dentist",1
"Tamika","black","F","dentist",1
"Tamika","black","F","dentist",1
"Tamika","black","F","architect",1
"Tamika","black","F","librarian",1
"Tamika","black","F","nurse",1
"Latonya","black","F","dentist",1
"Latonya","black","F","nurse",1
"Latonya","black","F","data analyst",2
"Latonya","black","F","dentist",1
"Latonya","black","F","accountant",1
"Latonya","black","F","psychologist",1
"Latonya","black","F","interpreter",1
"Latonya","black","F","dentist",1
"Latonya","black","F","nurse",1
"Latonya","black","F","dentist",1
"Latonya","black","F","graphic designer",2
"Latonya","black","F","teacher",1
"Latonya","black","F","dentist",1
"Latonya","black","F","accountant",1
"Latonya","black","F","dentist",1
"Latonya","black","F","accountant",1
"Latonya","black","F","dentist",1
"Latonya","black","F","nurse",1
"Latonya","black","F","translator",1
"Latonya","black","F","dentist",1
"Latonya","black","F","dentist",1
"Latonya","black","F","accountant",1
"Latonya","black","F","accountant",1
"Latonya","black","F","dentist",1
"Latonya","black","F","accountant",1
"Latonya","black","F","dentist",1
"Latonya","black","F","dentist",1
"Latonya","black","F","dentist",1
"Latonya","black","F","accountant",1
"Latonya","black","F","dentist",1
"Latonya","black","F","nurse",1
"Latonya","black","F","accountant",1
"Latonya","black","F","social worker",2
"Latonya","black","F","accountant",1
"Latonya","black","F","customer service representative",3
"Latonya","black","F","accountant",1
"Latonya","black","F","human resources manager",3
"Latonya","black","F","social worker",2
"Latonya","black","F","accountant",1
"Latonya","black","F","teacher",1
"Latonya","black","F","dentist",1
"Latonya","black","F","statistician",1
"Latonya","black","F","customer service representative",3
"Latonya","black","F","accountant",1
"Latonya","black","F","dentist",1
"Latonya","black","F","dentist",1
"Latonya","black","F","accountant",1
"Latonya","black","F","data analyst",2
"Latonya","black","F","accountant",1
"Latonya","black","F","database administrator",2
"Latisha","black","F","data analyst",2
"Latisha","black","F","dentist",1
"Latisha","black","F","teacher",1
"Latisha","black","F","customer service representative",3
"Latisha","black","F","dentist",1
"Latisha","black","F","accountant",1
"Latisha","black","F","dentist",1
"Latisha","black","F","barista",1
"Latisha","black","F","lawyer",1
"Latisha","black","F","dentist",1
"Latisha","black","F","accountant",1
"Latisha","black","F","social worker",2
"Latisha","black","F","nurse",1
"Latisha","black","F","dentist",1
"Latisha","black","F","dentist",1
"Latisha","black","F","dentist",1
"Latisha","black","F","accountant",1
"Latisha","black","F","dentist",1
"Latisha","black","F","dentist",1
"Latisha","black","F","librarian",1
"Latisha","black","F","teacher",1
"Latisha","black","F","dentist",1
"Latisha","black","F","translator",1
"Latisha","black","F","dentist",1
"Latisha","black","F","software developer",2
"Latisha","black","F","pharmacist",1
"Latisha","black","F","teacher",1
"Latisha","black","F","dentist",1
"Latisha","black","F","dentist",1
"Latisha","black","F","bookkeeper",1
"Latisha","black","F","dentist",1
"Latisha","black","F","accountant",1
"Latisha","black","F","graphic designer",2
"Latisha","black","F","social worker",2
"Latisha","black","F","dentist",1
"Latisha","black","F","graphic designer",2
"Latisha","black","F","dentist",1
"Latisha","black","F","dentist",1
"Latisha","black","F","teacher",1
"Latisha","black","F","dentist",1
"Latisha","black","F","accountant",1
"Latisha","black","F","dentist",1
"Latisha","black","F","social worker",2
"Latisha","black","F","dentist",1
"Latisha","black","F","dentist",1
"Latisha","black","F","dentist",1
"Latisha","black","F","nurse",1
"Latisha","black","F","dentist",1
"Latisha","black","F","accountant",1
"Latisha","black","F","dentist",1
"Jasmin","black","F","accountant",1
"Jasmin","black","F","flight attendant",2
"Jasmin","black","F","project manager ",2
"Jasmin","black","F","florist",1
"Jasmin","black","F","accountant",1
"Jasmin","black","F","lawyer",1
"Jasmin","black","F","teacher",1
"Jasmin","black","F","florist",1
"Jasmin","black","F","botanist",1
"Jasmin","black","F","florist",1
"Jasmin","black","F","librarian",1
"Jasmin","black","F","florist",1
"Jasmin","black","F","dentist",1
"Jasmin","black","F","accountant",1
"Jasmin","black","F","dentist",1
"Jasmin","black","F","dentist",1
"Jasmin","black","F","florist",1
"Jasmin","black","F","florist",1
"Jasmin","black","F","botanist",1
"Jasmin","black","F","optometrist",1
"Jasmin","black","F","chef",1
"Jasmin","black","F","teacher",1
"Jasmin","black","F","flight attendant",2
"Jasmin","black","F","florist",1
"Jasmin","black","F","florist",1
"Jasmin","black","F","architect",1
"Jasmin","black","F","chemist",1
"Jasmin","black","F","florist",1
"Jasmin","black","F","botanist",1
"Jasmin","black","F","dentist",1
"Jasmin","black","F","florist",1
"Jasmin","black","F","engineer",1
"Jasmin","black","F","florist",1
"Jasmin","black","F","software developer",2
"Jasmin","black","F","dentist",1
"Jasmin","black","F","dentist",1
"Jasmin","black","F","dentist",1
"Jasmin","black","F","florist",1
"Jasmin","black","F","librarian",1
"Jasmin","black","F","meteorologist",1
"Jasmin","black","F","teacher",1
"Jasmin","black","F","dentist",1
"Jasmin","black","F","sales associate",2
"Jasmin","black","F","florist",1
"Jasmin","black","F","florist",1
"Jasmin","black","F","florist",1
"Jasmin","black","F","graphic designer",2
"Jasmin","black","F","architect",1
"Jasmin","black","F","translator",1
"Wanda","black","F","dentist",1
"Wanda","black","F","dentist",1
"Wanda","black","F","receptionist",1
"Wanda","black","F","marketing manager",2
"Wanda","black","F","graphic designer",2
"Wanda","black","F","florist",1
"Wanda","black","F","gardener",1
"Wanda","black","F","accountant",1
"Wanda","black","F","librarian",1
"Wanda","black","F","chef",1
"Wanda","black","F","librarian",1
"Wanda","black","F","social worker",2
"Wanda","black","F","accountant",1
"Wanda","black","F","nurse",1
"Wanda","black","F","graphic designer",2
"Wanda","black","F","forensic accountant",2
"Wanda","black","F","interior designer",2
"Wanda","black","F","lawyer",1
"Wanda","black","F","marketing manager",2
"Wanda","black","F","dentist",1
"Wanda","black","F","librarian",1
"Wanda","black","F","dentist",1
"Wanda","black","F","accountant",1
"Wanda","black","F","teacher",1
"Wanda","black","F","receptionist",1
"Wanda","black","F","architect",1
"Wanda","black","F","professional organizer",2
"Wanda","black","F","librarian",1
"Wanda","black","F","accountant",1
"Wanda","black","F","data analyst",2
"Wanda","black","F","graphic designer",2
"Wanda","black","F","translator",1
"Wanda","black","F","accountant",1
"Wanda","black","F","dentist",1
"Wanda","black","F","dentist",1
"Wanda","black","F","accountant",1
"Wanda","black","F","accountant",1
"Wanda","black","F","accountant",1
"Wanda","black","F","teacher",1
"Wanda","black","F","librarian",1
"Wanda","black","F","dentist",1
"Wanda","black","F","gardener",1
"Wanda","black","F","data analyst",2
"Wanda","black","F","dentist",1
"Wanda","black","F","data analyst",2
"Wanda","black","F","florist",1
"Wanda","black","F","architect",1
"Wanda","black","F","dentist",1
"Wanda","black","F","graphic designer",2
"Wanda","black","F","designer",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","librarian",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","interpreter",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","teacher",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","teacher",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","dietitian",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","virologist",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","social media manager",3
"Yasmin","black","F","dentist",1
"Yasmin","black","F","teacher",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","meteorologist",1
"Yasmin","black","F","graphic designer",2
"Yasmin","black","F","dentist",1
"Yasmin","black","F","graphic designer",2
"Yasmin","black","F","pediatrician",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","teacher",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","dentist",1
"Yasmin","black","F","software developer",2
"Yasmin","black","F","dentist",1
"Demetria","black","F","librarian",1
"Demetria","black","F","event planner",2
"Demetria","black","F","teacher",1
"Demetria","black","F","accountant",1
"Demetria","black","F","lawyer",1
"Demetria","black","F","botanist",1
"Demetria","black","F","graphic designer",2
"Demetria","black","F","dentist",1
"Demetria","black","F","librarian",1
"Demetria","black","F","translator",1
"Demetria","black","F","librarian",1
"Demetria","black","F","librarian",1
"Demetria","black","F","architect",1
"Demetria","black","F","graphic designer",2
"Demetria","black","F","librarian",1
"Demetria","black","F","social media manager",3
"Demetria","black","F","photographer",1
"Demetria","black","F","marketing specialist",2
"Demetria","black","F","translator",1
"Demetria","black","F","data analyst",2
"Demetria","black","F","data analyst",2
"Demetria","black","F","translator",1
"Demetria","black","F","social worker",2
"Demetria","black","F","social worker",2
"Demetria","black","F","interior designer",2
"Demetria","black","F","social worker",2
"Demetria","black","F","graphic designer",2
"Demetria","black","F","translator",1
"Demetria","black","F","librarian",1
"Demetria","black","F","accountant",1
"Demetria","black","F","social worker",2
"Demetria","black","F","social worker",2
"Demetria","black","F","graphic designer",2
"Demetria","black","F","librarian",1
"Demetria","black","F","translator",1
"Demetria","black","F","translator",1
"Demetria","black","F","librarian",1
"Demetria","black","F","librarian",1
"Demetria","black","F","librarian",1
"Demetria","black","F","librarian",1
"Demetria","black","F","lawyer",1
"Demetria","black","F","architect",1
"Demetria","black","F","social worker",2
"Demetria","black","F","librarian",1
"Demetria","black","F","librarian",1
"Demetria","black","F","astrologist",1
"Demetria","black","F","teacher",1
"Demetria","black","F","interior designer",2
"Desiree","black","F","teacher",1
"Desiree","black","F","graphic designer",2
"Desiree","black","F","dentist",1
"Desiree","black","F","nurse",1
"Desiree","black","F","lawyer",1
"Desiree","black","F","artist",1
"Desiree","black","F","graphic designer",2
"Desiree","black","F","marketing manager",2
"Desiree","black","F","graphic designer",2
"Desiree","black","F","architect",1
"Desiree","black","F","graphic designer",2
"Desiree","black","F","illustrator",1
"Desiree","black","F","accountant",1
"Desiree","black","F","teacher",1
"Desiree","black","F","graphic designer",2
"Desiree","black","F","human resources manager",3
"Desiree","black","F","occupational therapist",2
"Desiree","black","F","teacher",1
"Desiree","black","F","librarian",1
"Desiree","black","F","librarian",1
"Desiree","black","F","human resources manager",3
"Desiree","black","F","graphic designer",2
"Desiree","black","F","accountant",1
"Desiree","black","F","chef",1
"Desiree","black","F","librarian",1
"Desiree","black","F","teacher",1
"Desiree","black","F","graphic designer",2
"Desiree","black","F","interior designer",2
"Desiree","black","F","illustrator",1
"Desiree","black","F","cosmetologist",1
"Desiree","black","F","librarian",1
"Desiree","black","F","teacher",1
"Desiree","black","F","librarian",1
"Desiree","black","F","interpreter",1
"Desiree","black","F","librarian",1
"Desiree","black","F","florist",1
"Desiree","black","F","graphic designer",2
"Desiree","black","F","cryptographer",1
"Desiree","black","F","librarian",1
"Desiree","black","F","graphic designer",2
"Desiree","black","F","electrician",1
"Desiree","black","F","translator",1
"Desiree","black","F","librarian",1
"Desiree","black","F","engineer",1
"Desiree","black","F","dentist",1
"Desiree","black","F","marketing manager",2
"Desiree","black","F","graphic designer",2
"Desiree","black","F","graphic designer",2
"Desiree","black","F","translator",1
"Desiree","black","F","florist",1
"Duane","black","M","plumber",1
"Duane","black","M","electrician",1
"Duane","black","M","electrician",1
"Duane","black","M","electrician",1
"Duane","black","M","electrician ",1
"Duane","black","M","electrician",1
"Duane","black","M","insurance agent",2
"Duane","black","M","electrician",1
"Duane","black","M","electrician",1
"Duane","black","M","electrician",1
"Duane","black","M","plumber",1
"Duane","black","M","electrician ",1
"Duane","black","M","plumber",1
"Duane","black","M","electrician ",1
"Duane","black","M","electrician",1
"Duane","black","M","barista",1
"Duane","black","M","firefighter",1
"Duane","black","M","electrician",1
"Duane","black","M","electrician",1
"Duane","black","M","firefighter",1
"Duane","black","M","plumber",1
"Duane","black","M","electrician",1
"Duane","black","M","electrician",1
"Duane","black","M","plumber ",1
"Duane","black","M","firefighter",1
"Duane","black","M","landscaper",1
"Duane","black","M","firefighter",1
"Duane","black","M","carpenter",1
"Duane","black","M","firefighter",1
"Duane","black","M","firefighter",1
"Duane","black","M","electrician",1
"Duane","black","M","firefighter",1
"Duane","black","M","landscaper",1
"Duane","black","M","carpenter",1
"Duane","black","M","barista",1
"Duane","black","M","electrician",1
"Duane","black","M","firefighter",1
"Duane","black","M","plumber",1
"Duane","black","M","plumber",1
"Duane","black","M","landscaper",1
"Duane","black","M","landscaper",1
"Duane","black","M","electrician",1
"Duane","black","M","architect",1
"Duane","black","M","plumber",1
"Duane","black","M","plumber",1
"Duane","black","M","carpenter",1
"Duane","black","M","carpenter",1
"Duane","black","M","plumber",1
"Duane","black","M","firefighter",1
"Duane","black","M","electrician",1
"Tyrone","black","M","plumber",1
"Tyrone","black","M","software developer",2
"Tyrone","black","M","teacher",1
"Tyrone","black","M","electrician",1
"Tyrone","black","M","firefighter",1
"Tyrone","black","M","detective",1
"Tyrone","black","M","teacher",1
"Tyrone","black","M","electrician",1
"Tyrone","black","M","plumber",1
"Tyrone","black","M","firefighter",1
"Tyrone","black","M","firefighter",1
"Tyrone","black","M","translator",1
"Tyrone","black","M","firefighter",1
"Tyrone","black","M","electrician",1
"Tyrone","black","M","firefighter",1
"Tyrone","black","M","barista",1
"Tyrone","black","M","electrician",1
"Tyrone","black","M","electrician",1
"Tyrone","black","M","photographer",1
"Tyrone","black","M","firefighter",1
"Tyrone","black","M","electrician",1
"Tyrone","black","M","chef",1
"Tyrone","black","M","electrician",1
"Tyrone","black","M","electrician",1
"Tyrone","black","M","firefighter",1
"Tyrone","black","M","firefighter",1
"Tyrone","black","M","pharmacist",1
"Tyrone","black","M","software developer",2
"Tyrone","black","M","electrician",1
"Tyrone","black","M","software developer",2
"Tyrone","black","M","teacher",1
"Tyrone","black","M","data analyst",2
"Tyrone","black","M","firefighter",1
"Tyrone","black","M","plumber",1
"Tyrone","black","M","plumber",1
"Tyrone","black","M","architect",1
"Tyrone","black","M","electrical engineer",2
"Tyrone","black","M","electrician",1
"Tyrone","black","M","landscaper",1
"Tyrone","black","M","electrician",1
"Tyrone","black","M","firefighter",1
"Tyrone","black","M","data analyst",2
"Tyrone","black","M","barista",1
"Tyrone","black","M","barista",1
"Tyrone","black","M","electrician",1
"Tyrone","black","M","firefighter",1
"Tyrone","black","M","firefighter",1
"Tyrone","black","M","landscaper",1
"Tyrone","black","M","electrician",1
"Tyrone","black","M","electrician",1
"Devin","black","M","software developer",2
"Devin","black","M","graphic designer",2
